code	description	code_group	recommended_use
f12E.	NEUTRAL INSULIN 100iu/mL injection cartridge	Short-Acting Insulins	DEFAULT - exact-match to identify glucose-lowering medicines prescriptions.
f12F.	HYPURIN BOVINE NEUTRAL 100iu/mL injection cartridge 1.5mL	Short-Acting Insulins	DEFAULT - exact-match to identify glucose-lowering medicines prescriptions.
f12G.	HYPURIN PORCINE NEUTRAL 100iu/mL injection cartridge 1.5mL	Short-Acting Insulins	DEFAULT - exact-match to identify glucose-lowering medicines prescriptions.
f12H.	HYPURIN BOVINE NEUTRAL 100iu/mL injection 10mL	Short-Acting Insulins	DEFAULT - exact-match to identify glucose-lowering medicines prescriptions.
f12I.	HYPURIN PORCINE NEUTRAL 100iu/mL injection 10mL	Short-Acting Insulins	DEFAULT - exact-match to identify glucose-lowering medicines prescriptions.
f12J.	ACTRAPID (HUMAN) PENFILL 100iu/mL cartridges 3mL	Short-Acting Insulins	DEFAULT - exact-match to identify glucose-lowering medicines prescriptions.
f12K.	PORK ACTRAPID 100iu/mL injection 10mL	Short-Acting Insulins	DEFAULT - exact-match to identify glucose-lowering medicines prescriptions.
f12L.	INSUMAN RAPID 100iu/mL injection vials 5mL	Short-Acting Insulins	DEFAULT - exact-match to identify glucose-lowering medicines prescriptions.
f12M.	INSUMAN RAPID 100iu/mL injection cartridge 3mL	Short-Acting Insulins	DEFAULT - exact-match to identify glucose-lowering medicines prescriptions.
f12Q.	INSUMAN RAPID OPTISET 100iu/mL prefilled pen 3mL	Short-Acting Insulins	DEFAULT - exact-match to identify glucose-lowering medicines prescriptions.
f12R.	HUMAN VELOSULIN (PYR) 100iu/mL injection 10mL	Short-Acting Insulins	DEFAULT - exact-match to identify glucose-lowering medicines prescriptions.
f12S.	HYPURIN BOVINE NEUTRAL 100iu/mL injection cartridge 3mL	Short-Acting Insulins	DEFAULT - exact-match to identify glucose-lowering medicines prescriptions.
f12T.	HYPURIN PORCINE NEUTRAL 100iu/mL injection cartridge 3mL	Short-Acting Insulins	DEFAULT - exact-match to identify glucose-lowering medicines prescriptions.
f12U.	EXUBERA 1mg powder for inhalation	Short-Acting Insulins	DEFAULT - exact-match to identify glucose-lowering medicines prescriptions.
f12V.	EXUBERA 3mg powder for inhalation	Short-Acting Insulins	DEFAULT - exact-match to identify glucose-lowering medicines prescriptions.
f12W.	HUMAN INSULIN 1mg powder for inhalation	Short-Acting Insulins	DEFAULT - exact-match to identify glucose-lowering medicines prescriptions.
f12X.	HUMAN INSULIN 3mg powder for inhalation	Short-Acting Insulins	DEFAULT - exact-match to identify glucose-lowering medicines prescriptions.
f12Y.	INSUMAN INFUSAT 100iu/mL soln for inj cartridges 3.15mL	Short-Acting Insulins	DEFAULT - exact-match to identify glucose-lowering medicines prescriptions.
f12Z.	INSUMAN INFUSAT 100iu/mL solution for injection vials 10mL	Short-Acting Insulins	DEFAULT - exact-match to identify glucose-lowering medicines prescriptions.
f12a.	HUMULIN S 100iu/mL injection 10mL	Short-Acting Insulins	DEFAULT - exact-match to identify glucose-lowering medicines prescriptions.
f12d.	PUR-IN NEUTRAL 100iu/mL vials 10mL	Short-Acting Insulins	DEFAULT - exact-match to identify glucose-lowering medicines prescriptions.
f12e.	PUR-IN NEUTRAL 100iu/mL cartridges 3mL	Short-Acting Insulins	DEFAULT - exact-match to identify glucose-lowering medicines prescriptions.
f12g.	HUMULIN S 100iu/mL cartridges 1.5mL	Short-Acting Insulins	DEFAULT - exact-match to identify glucose-lowering medicines prescriptions.
f12s.	HUMULIN S 100iu/mL cartridges 3mL	Short-Acting Insulins	DEFAULT - exact-match to identify glucose-lowering medicines prescriptions.
f12y.	HUMAN INSULIN 100units/mL injection cartridge	Short-Acting Insulins	DEFAULT - exact-match to identify glucose-lowering medicines prescriptions.
f12z.	HUMAN INSULIN 100iu/mL injection vials	Short-Acting Insulins	DEFAULT - exact-match to identify glucose-lowering medicines prescriptions.
f13..	INSULIN LISPRO	Short-Acting Insulins	DEFAULT - exact-match to identify glucose-lowering medicines prescriptions.
f131.	INSULIN LISPRO 100iu/mL vials	Short-Acting Insulins	DEFAULT - exact-match to identify glucose-lowering medicines prescriptions.
f132.	HUMALOG 100iu/mL injection 10mL	Short-Acting Insulins	DEFAULT - exact-match to identify glucose-lowering medicines prescriptions.
f133.	INSULIN LISPRO 100iu/mL cartridges	Short-Acting Insulins	DEFAULT - exact-match to identify glucose-lowering medicines prescriptions.
f134.	HUMALOG 100iu/mL cartridges 1.5mL	Short-Acting Insulins	DEFAULT - exact-match to identify glucose-lowering medicines prescriptions.
f135.	HUMALOG 100iu/mL cartridges 3mL	Short-Acting Insulins	DEFAULT - exact-match to identify glucose-lowering medicines prescriptions.
f136.	INSULIN LISPRO 100iu/mL prefilled pen	Short-Acting Insulins	DEFAULT - exact-match to identify glucose-lowering medicines prescriptions.
f137.	HUMALOG-PEN 100iu/mL prefilled pen 3mL	Short-Acting Insulins	DEFAULT - exact-match to identify glucose-lowering medicines prescriptions.
f138.	HUMALOG KWIKPEN 100iu/mL prefilled pen 3mL	Short-Acting Insulins	DEFAULT - exact-match to identify glucose-lowering medicines prescriptions.
f139.	HUMALOG KWIKPEN 200iu/mL prefilled pen 3mL	Short-Acting Insulins	DEFAULT - exact-match to identify glucose-lowering medicines prescriptions.
f13A.	INSULIN LISPRO 200iu/mL prefilled pen	Short-Acting Insulins	DEFAULT - exact-match to identify glucose-lowering medicines prescriptions.
f14..	INSULIN ASPART	Short-Acting Insulins	DEFAULT - exact-match to identify glucose-lowering medicines prescriptions.
f141.	NOVORAPID 100units/mL injection vial	Short-Acting Insulins	DEFAULT - exact-match to identify glucose-lowering medicines prescriptions.
f142.	NOVORAPID NOVOLET 100units/mL prefilled syringe 3mL	Short-Acting Insulins	DEFAULT - exact-match to identify glucose-lowering medicines prescriptions.
f143.	NOVORAPID PENFILL 100units/mL cartridges 3mL	Short-Acting Insulins	DEFAULT - exact-match to identify glucose-lowering medicines prescriptions.
f144.	NOVORAPID FLEXPEN 100units/mL prefilled pen 3mL	Short-Acting Insulins	DEFAULT - exact-match to identify glucose-lowering medicines prescriptions.
f145.	NOVORAPID FLEXTOUCH 100units/mL soln for injection pen 3mL	Short-Acting Insulins	DEFAULT - exact-match to identify glucose-lowering medicines prescriptions.
f146.	NOVORAPID PUMPCART 100units/mL soln for inj cartridges 1.6mL	Short-Acting Insulins	DEFAULT - exact-match to identify glucose-lowering medicines prescriptions.
f14w.	INSULIN ASPART 100units/mL prefilled pen	Short-Acting Insulins	DEFAULT - exact-match to identify glucose-lowering medicines prescriptions.
f14x.	INSULIN ASPART 100units/mL injection vial	Short-Acting Insulins	DEFAULT - exact-match to identify glucose-lowering medicines prescriptions.
f14y.	INSULIN ASPART 100units/mL prefilled syringe	Short-Acting Insulins	DEFAULT - exact-match to identify glucose-lowering medicines prescriptions.
f14z.	INSULIN ASPART 100units/mL cartridges	Short-Acting Insulins	DEFAULT - exact-match to identify glucose-lowering medicines prescriptions.
f15..	INSULIN GLULISINE	Short-Acting Insulins	DEFAULT - exact-match to identify glucose-lowering medicines prescriptions.
f151.	APIDRA 100iu/mL injection vials 10mL	Short-Acting Insulins	DEFAULT - exact-match to identify glucose-lowering medicines prescriptions.
f152.	APIDRA 100iu/mL injection cartridges 3mL	Short-Acting Insulins	DEFAULT - exact-match to identify glucose-lowering medicines prescriptions.
f153.	APIDRA 100iu/mL OptiSet prefilled pen 3mL	Short-Acting Insulins	DEFAULT - exact-match to identify glucose-lowering medicines prescriptions.
f154.	APIDRA 100iu/mL OptiClik cartridges 3mL	Short-Acting Insulins	DEFAULT - exact-match to identify glucose-lowering medicines prescriptions.
f155.	APIDRA 100iu/mL SoloStar prefilled pen 3mL	Short-Acting Insulins	DEFAULT - exact-match to identify glucose-lowering medicines prescriptions.
f15x.	INSULIN GLULISINE 100iu/mL prefilled pen	Short-Acting Insulins	DEFAULT - exact-match to identify glucose-lowering medicines prescriptions.
f15y.	INSULIN GLULISINE 100iu/mL injection cartridges	Short-Acting Insulins	DEFAULT - exact-match to identify glucose-lowering medicines prescriptions.
f15z.	INSULIN GLULISINE 100iu/mL injection vials	Short-Acting Insulins	DEFAULT - exact-match to identify glucose-lowering medicines prescriptions.
f25x.	INSULATARD (HUMAN) PENFILL cartridges 3mL	Short-Acting Insulins	DEFAULT - exact-match to identify glucose-lowering medicines prescriptions.

# Sulfonylureas
f3...	SULFONYLUREAS	Sulfonylureas	DEFAULT - exact-match to identify glucose-lowering medicines prescriptions.
f32..	CHLORPROPAMIDE	Sulfonylureas	DEFAULT - exact-match to identify glucose-lowering medicines prescriptions.
f321.	CHLORPROPAMIDE 100mg tablets	Sulfonylureas	DEFAULT - exact-match to identify glucose-lowering medicines prescriptions.
f322.	CHLORPROPAMIDE 250mg tablets	Sulfonylureas	DEFAULT - exact-match to identify glucose-lowering medicines prescriptions.
f323.	*DIABINESE 100mg tablets	Sulfonylureas	DEFAULT - exact-match to identify glucose-lowering medicines prescriptions.
f324.	*DIABINESE 250mg tablets	Sulfonylureas	DEFAULT - exact-match to identify glucose-lowering medicines prescriptions.
f325.	GLYMESE 250mg tablets	Sulfonylureas	DEFAULT - exact-match to identify glucose-lowering medicines prescriptions.
f33..	GLIBENCLAMIDE	Sulfonylureas	DEFAULT - exact-match to identify glucose-lowering medicines prescriptions.
f331.	GLIBENCLAMIDE 2.5mg tablets	Sulfonylureas	DEFAULT - exact-match to identify glucose-lowering medicines prescriptions.
f332.	GLIBENCLAMIDE 5mg tablets	Sulfonylureas	DEFAULT - exact-match to identify glucose-lowering medicines prescriptions.
f333.	*DAONIL 5mg tablets	Sulfonylureas	DEFAULT - exact-match to identify glucose-lowering medicines prescriptions.
f334.	*SEMI-DAONIL 2.5mg tablets	Sulfonylureas	DEFAULT - exact-match to identify glucose-lowering medicines prescriptions.
f335.	*EUGLUCON 2.5mg tablets	Sulfonylureas	DEFAULT - exact-match to identify glucose-lowering medicines prescriptions.
f336.	*EUGLUCON 5mg tablets	Sulfonylureas	DEFAULT - exact-match to identify glucose-lowering medicines prescriptions.
f337.	*LIBANIL 2.5mg tablets	Sulfonylureas	DEFAULT - exact-match to identify glucose-lowering medicines prescriptions.
f338.	*LIBANIL 5mg tablets	Sulfonylureas	DEFAULT - exact-match to identify glucose-lowering medicines prescriptions.
f339.	*MALIX 2.5mg tablets	Sulfonylureas	DEFAULT - exact-match to identify glucose-lowering medicines prescriptions.
f33a.	*MALIX 5mg tablets	Sulfonylureas	DEFAULT - exact-match to identify glucose-lowering medicines prescriptions.
f33b.	*DAONIL CP 5mg tablets	Sulfonylureas	DEFAULT - exact-match to identify glucose-lowering medicines prescriptions.
f33c.	*SEMI-DAONIL CP 2.5mg tablets	Sulfonylureas	DEFAULT - exact-match to identify glucose-lowering medicines prescriptions.
f33d.	*DIABETAMIDE 2.5mg tablets	Sulfonylureas	DEFAULT - exact-match to identify glucose-lowering medicines prescriptions.
f33e.	*DIABETAMIDE 5mg tablets	Sulfonylureas	DEFAULT - exact-match to identify glucose-lowering medicines prescriptions.
f33f.	*CALABREN 2.5mg tablets	Sulfonylureas	DEFAULT - exact-match to identify glucose-lowering medicines prescriptions.
f33g.	*CALABREN 5mg tablets	Sulfonylureas	DEFAULT - exact-match to identify glucose-lowering medicines prescriptions.
f35..	GLICLAZIDE	Sulfonylureas	DEFAULT - exact-match to identify glucose-lowering medicines prescriptions.
f351.	DIAMICRON 80mg tablets	Sulfonylureas	DEFAULT - exact-match to identify glucose-lowering medicines prescriptions.
f352.	DIAGLYK 80mg tablets	Sulfonylureas	DEFAULT - exact-match to identify glucose-lowering medicines prescriptions.
f353.	VIVAZIDE 80mg tablets	Sulfonylureas	DEFAULT - exact-match to identify glucose-lowering medicines prescriptions.
f354.	DIAMICRON MR 30mg m/r tablets	Sulfonylureas	DEFAULT - exact-match to identify glucose-lowering medicines prescriptions.
f355.	NAZDOL MR 30mg m/r tablets	Sulfonylureas	DEFAULT - exact-match to identify glucose-lowering medicines prescriptions.
f356.	EDICIL MR 30mg m/r tablets	Sulfonylureas	DEFAULT - exact-match to identify glucose-lowering medicines prescriptions.
f357.	ZICRON 40mg tablets	Sulfonylureas	DEFAULT - exact-match to identify glucose-lowering medicines prescriptions.
f358.	VITILE XL 30mg m/r tablets	Sulfonylureas	DEFAULT - exact-match to identify glucose-lowering medicines prescriptions.
f359.	LAAGLYDA MR 60mg m/r tablets	Sulfonylureas	DEFAULT - exact-match to identify glucose-lowering medicines prescriptions.
f35A.	VAMJU 30mg m/r tablets	Sulfonylureas	DEFAULT - exact-match to identify glucose-lowering medicines prescriptions.
f35B.	VAMJU 60mg m/r tablets	Sulfonylureas	DEFAULT - exact-match to identify glucose-lowering medicines prescriptions.
f35C.	BILXONA 30mg m/r tablets	Sulfonylureas	DEFAULT - exact-match to identify glucose-lowering medicines prescriptions.
f35D.	BILXONA 60mg m/r tablets	Sulfonylureas	DEFAULT - exact-match to identify glucose-lowering medicines prescriptions.
f35w.	GLICLAZIDE 60mg m/r tablets	Sulfonylureas	DEFAULT - exact-match to identify glucose-lowering medicines prescriptions.
f35x.	GLICLAZIDE 40mg tablets	Sulfonylureas	DEFAULT - exact-match to identify glucose-lowering medicines prescriptions.
f35y.	GLICLAZIDE 30mg m/r tablets	Sulfonylureas	DEFAULT - exact-match to identify glucose-lowering medicines prescriptions.
f35z.	GLICLAZIDE 80mg tablets	Sulfonylureas	DEFAULT - exact-match to identify glucose-lowering medicines prescriptions.
f36..	GLIPIZIDE	Sulfonylureas	DEFAULT - exact-match to identify glucose-lowering medicines prescriptions.
f361.	GLIPIZIDE 5mg tablets	Sulfonylureas	DEFAULT - exact-match to identify glucose-lowering medicines prescriptions.
f362.	*GLIBENESE 5mg tablets	Sulfonylureas	DEFAULT - exact-match to identify glucose-lowering medicines prescriptions.
f363.	*MINODIAB 2.5mg tablets	Sulfonylureas	DEFAULT - exact-match to identify glucose-lowering medicines prescriptions.
f364.	MINODIAB 5mg tablets	Sulfonylureas	DEFAULT - exact-match to identify glucose-lowering medicines prescriptions.
f36y.	*GLIPIZIDE 5mg tablets	Sulfonylureas	DEFAULT - exact-match to identify glucose-lowering medicines prescriptions.
f36z.	GLIPIZIDE 2.5mg tablets	Sulfonylureas	DEFAULT - exact-match to identify glucose-lowering medicines prescriptions.
f37..	GLIQUIDONE	Sulfonylureas	DEFAULT - exact-match to identify glucose-lowering medicines prescriptions.
f371.	*GLURENORM 30mg tablets	Sulfonylureas	DEFAULT - exact-match to identify glucose-lowering medicines prescriptions.
f37z.	*GLIQUIDONE 30mg tablets	Sulfonylureas	DEFAULT - exact-match to identify glucose-lowering medicines prescriptions.
f39..	TOLAZAMIDE	Sulfonylureas	DEFAULT - exact-match to identify glucose-lowering medicines prescriptions.
f391.	TOLANASE 100mg tablets	Sulfonylureas	DEFAULT - exact-match to identify glucose-lowering medicines prescriptions.
f392.	TOLANASE 250mg tablets	Sulfonylureas	DEFAULT - exact-match to identify glucose-lowering medicines prescriptions.
f39y.	TOLAZAMIDE 100mg tablets	Sulfonylureas	DEFAULT - exact-match to identify glucose-lowering medicines prescriptions.
f39z.	TOLAZAMIDE 250mg tablets	Sulfonylureas	DEFAULT - exact-match to identify glucose-lowering medicines prescriptions.
f3A..	GLIMEPIRIDE	Sulfonylureas	DEFAULT - exact-match to identify glucose-lowering medicines prescriptions.
f3A1.	GLIMEPIRIDE 2mg tablets	Sulfonylureas	DEFAULT - exact-match to identify glucose-lowering medicines prescriptions.
f3A2.	AMARYL 2mg tablets	Sulfonylureas	DEFAULT - exact-match to identify glucose-lowering medicines prescriptions.
f3A3.	GLIMEPIRIDE 1mg tablets	Sulfonylureas	DEFAULT - exact-match to identify glucose-lowering medicines prescriptions.
f3A4.	GLIMEPIRIDE 3mg tablets	Sulfonylureas	DEFAULT - exact-match to identify glucose-lowering medicines prescriptions.
f3A5.	GLIMEPIRIDE 4mg tablets	Sulfonylureas	DEFAULT - exact-match to identify glucose-lowering medicines prescriptions.
f3A6.	AMARYL 1mg tablets	Sulfonylureas	DEFAULT - exact-match to identify glucose-lowering medicines prescriptions.
f3A7.	AMARYL 3mg tablets	Sulfonylureas	DEFAULT - exact-match to identify glucose-lowering medicines prescriptions.
f3A8.	AMARYL 4mg tablets	Sulfonylureas	DEFAULT - exact-match to identify glucose-lowering medicines prescriptions.
f3A9.	NIDDARYL 1mg tablets	Sulfonylureas	DEFAULT - exact-match to identify glucose-lowering medicines prescriptions.
f3AA.	NIDDARYL 2mg tablets	Sulfonylureas	DEFAULT - exact-match to identify glucose-lowering medicines prescriptions.
f3AB.	NIDDARYL 3mg tablets	Sulfonylureas	DEFAULT - exact-match to identify glucose-lowering medicines prescriptions.
f3AC.	NIDDARYL 4mg tablets	Sulfonylureas	DEFAULT - exact-match to identify glucose-lowering medicines prescriptions.
f3a..	TOLBUTAMIDE	Sulfonylureas	DEFAULT - exact-match to identify glucose-lowering medicines prescriptions.
f3a1.	TOLBUTAMIDE 500mg tablets	Sulfonylureas	DEFAULT - exact-match to identify glucose-lowering medicines prescriptions.
f3a2.	GLYCONON 500mg tablets	Sulfonylureas	DEFAULT - exact-match to identify glucose-lowering medicines prescriptions.
f3a4.	*RASTINON 500mg tablets	Sulfonylureas	DEFAULT - exact-match to identify glucose-lowering medicines prescriptions.
