code	description	code_group	recommended_use
bd1W.	PROPRANOLOL HYDROCHLORIDE 5mg/5mL sugar free oral solution	Beta-Adrenoceptor Blocking Drugs	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bd1X.	PROPRANOLOL HYDROCHLORIDE 10mg/5mL sugar free oral solution	Beta-Adrenoceptor Blocking Drugs	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bd1Y.	PROPRANOLOL HYDROCHLORIDE 50mg/5mL sugar free oral solution	Beta-Adrenoceptor Blocking Drugs	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bd1Z.	SYPROL 5mg/5mL oral solution	Beta-Adrenoceptor Blocking Drugs	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bd1a.	*APSOLOL 40mg tablets	Beta-Adrenoceptor Blocking Drugs	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bd1b.	*APSOLOL 80mg tablets	Beta-Adrenoceptor Blocking Drugs	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bd1c.	*APSOLOL 160mg tablets	Beta-Adrenoceptor Blocking Drugs	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bd1g.	BEDRANOL SR 160mg m/r capsules	Beta-Adrenoceptor Blocking Drugs	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bd1h.	*BERKOLOL 10mg tablets	Beta-Adrenoceptor Blocking Drugs	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bd1i.	*BERKOLOL 40mg tablets	Beta-Adrenoceptor Blocking Drugs	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bd1j.	*BERKOLOL 80mg tablets	Beta-Adrenoceptor Blocking Drugs	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bd1k.	*BERKOLOL 160mg tablets	Beta-Adrenoceptor Blocking Drugs	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bd1l.	HALF-INDERAL LA 80mg m/r capsules	Beta-Adrenoceptor Blocking Drugs	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bd1m.	*INDERAL 10mg tablets	Beta-Adrenoceptor Blocking Drugs	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bd1n.	*INDERAL 40mg tablets	Beta-Adrenoceptor Blocking Drugs	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bd1o.	*INDERAL 80mg tablets	Beta-Adrenoceptor Blocking Drugs	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bd1p.	*INDERAL 160mg tablets	Beta-Adrenoceptor Blocking Drugs	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bd1q.	*INDERAL 1mg/1mL injection	Beta-Adrenoceptor Blocking Drugs	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bd1r.	*INDERAL-LA 160mg m/r capsules	Beta-Adrenoceptor Blocking Drugs	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bd1s.	*SLOPROLOL 160mg m/r capsules	Beta-Adrenoceptor Blocking Drugs	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bd1t.	*CARDINOL 10mg tablets	Beta-Adrenoceptor Blocking Drugs	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bd1u.	*CARDINOL 40mg tablets	Beta-Adrenoceptor Blocking Drugs	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bd1v.	*CARDINOL 80mg tablets	Beta-Adrenoceptor Blocking Drugs	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bd1w.	*CARDINOL 160mg tablets	Beta-Adrenoceptor Blocking Drugs	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bd1x.	PROPRANOLOL 160mg m/r capsules	Beta-Adrenoceptor Blocking Drugs	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bd1y.	PROPRANOLOL 80mg m/r capsules	Beta-Adrenoceptor Blocking Drugs	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bd1z.	SYPROL 10mg/5mL oral solution	Beta-Adrenoceptor Blocking Drugs	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bd2..	ACEBUTOLOL	Beta-Adrenoceptor Blocking Drugs	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bd21.	SECTRAL 100mg capsules	Beta-Adrenoceptor Blocking Drugs	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bd22.	SECTRAL 200mg capsules	Beta-Adrenoceptor Blocking Drugs	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bd23.	SECTRAL 400mg tablets	Beta-Adrenoceptor Blocking Drugs	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bd2w.	ACEBUTOLOL 100mg capsules	Beta-Adrenoceptor Blocking Drugs	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bd2x.	ACEBUTOLOL 200mg capsules	Beta-Adrenoceptor Blocking Drugs	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bd2y.	ACEBUTOLOL 400mg tablets	Beta-Adrenoceptor Blocking Drugs	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bd3..	ATENOLOL	Beta-Adrenoceptor Blocking Drugs	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bd31.	TENORMIN 100mg tablets	Beta-Adrenoceptor Blocking Drugs	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bd32.	TENORMIN 25mg/5mL syrup	Beta-Adrenoceptor Blocking Drugs	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bd33.	TENORMIN 5mg/10mL injection	Beta-Adrenoceptor Blocking Drugs	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bd34.	TENORMIN LS 50mg tablets	Beta-Adrenoceptor Blocking Drugs	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bd35.	ATENOLOL 50mg tablets	Beta-Adrenoceptor Blocking Drugs	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bd36.	ATENOLOL 100mg tablets	Beta-Adrenoceptor Blocking Drugs	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bd38.	*BETA-ADALAT 50/20mg capsules	Beta-Adrenoceptor Blocking Drugs	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bd39.	*TENIF 50/20mg capsules	Beta-Adrenoceptor Blocking Drugs	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bd3a.	*ANTIPRESSAN 50mg tablets	Beta-Adrenoceptor Blocking Drugs	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bd3b.	*ANTIPRESSAN 100mg tablets	Beta-Adrenoceptor Blocking Drugs	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bd3c.	*TENORMIN 25 tablets	Beta-Adrenoceptor Blocking Drugs	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bd3d.	*VASATEN 50mg tablets	Beta-Adrenoceptor Blocking Drugs	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bd3e.	*VASATEN 100mg tablets	Beta-Adrenoceptor Blocking Drugs	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bd3f.	ATENIX 50mg tablets	Beta-Adrenoceptor Blocking Drugs	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bd3g.	ATENIX 100mg tablets	Beta-Adrenoceptor Blocking Drugs	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bd3h.	*TOTAMOL 50mg tablets	Beta-Adrenoceptor Blocking Drugs	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bd3i.	*TOTAMOL 100mg tablets	Beta-Adrenoceptor Blocking Drugs	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bd3j.	ATENOLOL 25mg tablets	Beta-Adrenoceptor Blocking Drugs	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bd3k.	*TOTAMOL 25mg tablets	Beta-Adrenoceptor Blocking Drugs	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bd3l.	*ANTIPRESSAN 25mg tablets	Beta-Adrenoceptor Blocking Drugs	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bd3x.	ATENOLOL 25mg/5mL syrup	Beta-Adrenoceptor Blocking Drugs	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bd3y.	ATENOLOL 5mg/10mL injection	Beta-Adrenoceptor Blocking Drugs	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bd3z.	ATENIX 25mg tablets	Beta-Adrenoceptor Blocking Drugs	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bd4..	BETAXOLOL HCL [B-BLOCKER]	Beta-Adrenoceptor Blocking Drugs	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bd41.	*KERLONE 20mg tablets	Beta-Adrenoceptor Blocking Drugs	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bd4z.	BETAXOLOL HYDROCHLORIDE 20mg tablets	Beta-Adrenoceptor Blocking Drugs	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bd5..	LABETALOL HYDROCHLORIDE	Beta-Adrenoceptor Blocking Drugs	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bd51.	LABETALOL 100mg tablets	Beta-Adrenoceptor Blocking Drugs	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bd52.	LABETALOL 200mg tablets	Beta-Adrenoceptor Blocking Drugs	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bd53.	LABETALOL 400mg tablets	Beta-Adrenoceptor Blocking Drugs	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bd54.	*LABROCOL 100mg tablets	Beta-Adrenoceptor Blocking Drugs	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bd55.	*LABROCOL 200mg tablets	Beta-Adrenoceptor Blocking Drugs	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bd56.	*LABROCOL 400mg tablets	Beta-Adrenoceptor Blocking Drugs	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bd57.	TRANDATE 50mg tablets	Beta-Adrenoceptor Blocking Drugs	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bd58.	TRANDATE 100mg tablets	Beta-Adrenoceptor Blocking Drugs	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bd59.	TRANDATE 200mg tablets	Beta-Adrenoceptor Blocking Drugs	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bd5a.	TRANDATE 400mg tablets	Beta-Adrenoceptor Blocking Drugs	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bd5b.	*TRANDATE 100mg/20mL injection	Beta-Adrenoceptor Blocking Drugs	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bd5c.	LABETALOL HYDROCHLORIDE 50mg/10mL prefilled syringe	Beta-Adrenoceptor Blocking Drugs	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bd5v.	LABETALOL 50mg tablets	Beta-Adrenoceptor Blocking Drugs	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bd5z.	LABETALOL 100mg/20mL injection	Beta-Adrenoceptor Blocking Drugs	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bd6..	METOPROLOL TARTRATE	Beta-Adrenoceptor Blocking Drugs	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bd61.	*BETALOC 50mg tablets	Beta-Adrenoceptor Blocking Drugs	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bd62.	*BETALOC 100mg tablets	Beta-Adrenoceptor Blocking Drugs	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bd63.	BETALOC 5mg/5mL injection	Beta-Adrenoceptor Blocking Drugs	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bd64.	BETALOC-SA DURULES 200mg m/r tablets	Beta-Adrenoceptor Blocking Drugs	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bd65.	LOPRESOR 50mg tablets	Beta-Adrenoceptor Blocking Drugs	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bd66.	LOPRESOR 100mg tablets	Beta-Adrenoceptor Blocking Drugs	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bd67.	*MEPRANIX 50mg tablets	Beta-Adrenoceptor Blocking Drugs	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bd68.	*MEPRANIX 100mg tablets	Beta-Adrenoceptor Blocking Drugs	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bd6b.	LOPRESOR SR 200mg m/r tablets	Beta-Adrenoceptor Blocking Drugs	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bd6c.	*ARBRALENE 50mg tablets	Beta-Adrenoceptor Blocking Drugs	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bd6d.	*ARBRALENE 100mg tablets	Beta-Adrenoceptor Blocking Drugs	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bd6e.	*TENSOMEX 100mg tablets	Beta-Adrenoceptor Blocking Drugs	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bd6w.	METOPROLOL 100mg tablets	Beta-Adrenoceptor Blocking Drugs	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bd6x.	METOPROLOL 50mg tablets	Beta-Adrenoceptor Blocking Drugs	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bd6y.	METOPROLOL 5mg/5mL injection	Beta-Adrenoceptor Blocking Drugs	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bd6z.	METOPROLOL 200mg m/r tablets	Beta-Adrenoceptor Blocking Drugs	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bd7..	NADOLOL	Beta-Adrenoceptor Blocking Drugs	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bd71.	*CORGARD 40mg tablets	Beta-Adrenoceptor Blocking Drugs	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bd72.	CORGARD 80mg tablets	Beta-Adrenoceptor Blocking Drugs	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bd7y.	*NADOLOL 40mg tablets	Beta-Adrenoceptor Blocking Drugs	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bd7z.	NADOLOL 80mg tablets	Beta-Adrenoceptor Blocking Drugs	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bd8..	OXPRENOLOL HYDROCHLORIDE	Beta-Adrenoceptor Blocking Drugs	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bd81.	OXPRENOLOL 20mg tablets	Beta-Adrenoceptor Blocking Drugs	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bd82.	OXPRENOLOL 40mg tablets	Beta-Adrenoceptor Blocking Drugs	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bd83.	OXPRENOLOL 80mg tablets	Beta-Adrenoceptor Blocking Drugs	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bd84.	OXPRENOLOL 160mg tablets	Beta-Adrenoceptor Blocking Drugs	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bd85.	*APSOLOX 20mg tablets	Beta-Adrenoceptor Blocking Drugs	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bd86.	*APSOLOX 40mg tablets	Beta-Adrenoceptor Blocking Drugs	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bd87.	*APSOLOX 80mg tablets	Beta-Adrenoceptor Blocking Drugs	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bd88.	*APSOLOX 160mg tablets	Beta-Adrenoceptor Blocking Drugs	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bd8d.	*SLOW-PREN 160mg m/r tablets	Beta-Adrenoceptor Blocking Drugs	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bd8e.	SLOW-TRASICOR 160mg m/r tablets	Beta-Adrenoceptor Blocking Drugs	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bd8f.	*TRASICOR 20mg tablets	Beta-Adrenoceptor Blocking Drugs	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bd8g.	*TRASICOR 40mg tablets	Beta-Adrenoceptor Blocking Drugs	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bd8h.	*TRASICOR 80mg tablets	Beta-Adrenoceptor Blocking Drugs	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bd8i.	*TRASICOR 160mg tablets	Beta-Adrenoceptor Blocking Drugs	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bd8o.	*OXYPRENIX 160mg m/r tablets	Beta-Adrenoceptor Blocking Drugs	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bd8u.	OXPRENOLOL 160mg m/r tablets	Beta-Adrenoceptor Blocking Drugs	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bd9..	PENBUTOLOL SULPHATE[INGREDIENT]	Beta-Adrenoceptor Blocking Drugs	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bda..	PINDOLOL	Beta-Adrenoceptor Blocking Drugs	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bda1.	VISKEN 5mg tablets	Beta-Adrenoceptor Blocking Drugs	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bda2.	VISKEN 15mg tablets	Beta-Adrenoceptor Blocking Drugs	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bday.	PINDOLOL 5mg tablets	Beta-Adrenoceptor Blocking Drugs	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bdaz.	PINDOLOL 15mg tablets	Beta-Adrenoceptor Blocking Drugs	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bdc..	SOTALOL HYDROCHLORIDE	Beta-Adrenoceptor Blocking Drugs	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bdc1.	*BETA-CARDONE 40mg tablets	Beta-Adrenoceptor Blocking Drugs	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bdc2.	BETA-CARDONE 80mg tablets	Beta-Adrenoceptor Blocking Drugs	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bdc3.	BETA-CARDONE 200mg tablets	Beta-Adrenoceptor Blocking Drugs	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bdc4.	SOTACOR 80mg tablets	Beta-Adrenoceptor Blocking Drugs	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bdc5.	*SOTACOR 160mg tablets	Beta-Adrenoceptor Blocking Drugs	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bdc8.	*SOTACOR 40mg/4mL injection	Beta-Adrenoceptor Blocking Drugs	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bdcs.	*SOTALOL 40mg/4mL injection	Beta-Adrenoceptor Blocking Drugs	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bdcu.	SOTALOL 40mg tablets	Beta-Adrenoceptor Blocking Drugs	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bdcv.	SOTALOL 80mg tablets	Beta-Adrenoceptor Blocking Drugs	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bdcw.	SOTALOL 200mg tablets	Beta-Adrenoceptor Blocking Drugs	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bdcx.	SOTALOL 160mg tablets	Beta-Adrenoceptor Blocking Drugs	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bdd..	TIMOLOL MALEATE [B-BLOCKER]	Beta-Adrenoceptor Blocking Drugs	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bdd1.	*BETIM 10mg tablets	Beta-Adrenoceptor Blocking Drugs	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bdd2.	*BLOCADREN 10mg tablets	Beta-Adrenoceptor Blocking Drugs	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bddz.	TIMOLOL 10mg tablets	Beta-Adrenoceptor Blocking Drugs	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bde..	COMPOUND BETA-BLOCKERS	Beta-Adrenoceptor Blocking Drugs	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bde1.	*CO-BETALOC tablets	Beta-Adrenoceptor Blocking Drugs	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bde2.	*CO-BETALOC SA m/r tablets	Beta-Adrenoceptor Blocking Drugs	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bde3.	*CORGARETIC-40 tablets	Beta-Adrenoceptor Blocking Drugs	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bde4.	*CORGARETIC-80 tablets	Beta-Adrenoceptor Blocking Drugs	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bde5.	*INDERETIC capsules	Beta-Adrenoceptor Blocking Drugs	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bde6.	*INDEREX m/r capsules	Beta-Adrenoceptor Blocking Drugs	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bde7.	KALTEN capsules	Beta-Adrenoceptor Blocking Drugs	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bde8.	*LASIPRESSIN tablets	Beta-Adrenoceptor Blocking Drugs	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bde9.	*LOPRESORETIC tablets	Beta-Adrenoceptor Blocking Drugs	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bdeA.	METOPROLOL TART+HYDROCHLOROTHIAZIDE 100mg/12.5mg tablets	Beta-Adrenoceptor Blocking Drugs	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bdeB.	METOPROLOL TART+HYDROCHLOROTHIAZIDE 200mg/25mg m/r tablets	Beta-Adrenoceptor Blocking Drugs	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bdeC.	METOPROLOL TART+CHLORTHALIDONE 100mg/12.5mg tablets	Beta-Adrenoceptor Blocking Drugs	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bdeD.	NADOLOL+BENDROFLUMETHIAZIDE 40mg/5mg tablets	Beta-Adrenoceptor Blocking Drugs	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bdeE.	NADOLOL+BENDROFLUAZIDE 80mg/5mg tablets	Beta-Adrenoceptor Blocking Drugs	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bdeF.	PENBUTOLOL SULPHATE+FRUSEMIDE 40mg/20mg tablets	Beta-Adrenoceptor Blocking Drugs	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bdeG.	PINDOLOL+CLOPAMIDE 10mg/5mg tablets	Beta-Adrenoceptor Blocking Drugs	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bdeH.	SOTALOL HCL+HYDROCHLOROTHIAZIDE 160mg/25mg tablets	Beta-Adrenoceptor Blocking Drugs	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bdeJ.	SOTALOL HCL+HYDROCHLOROTHIAZIDE 80mg/12.5mg tablets	Beta-Adrenoceptor Blocking Drugs	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bdeK.	TIMOLOL MALEATE+CO-AMILOZIDE 10mg/2.5mg/25mg tablets	Beta-Adrenoceptor Blocking Drugs	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bdeL.	TIMOLOL MALEATE+BENDROFLUMETHIAZIDE 10mg/2.5mg tablets	Beta-Adrenoceptor Blocking Drugs	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bdeM.	TIMOLOL MALEATE+BENDROFLUAZIDE 20mg/5mg tablets	Beta-Adrenoceptor Blocking Drugs	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bdeN.	TOTARETIC 50mg/12.5mg tablets	Beta-Adrenoceptor Blocking Drugs	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bdeO.	TOTARETIC 100mg/25mg tablets	Beta-Adrenoceptor Blocking Drugs	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bdeP.	ATENOLOL+BENDROFLUAZIDE 25mg/1.25mg capsules	Beta-Adrenoceptor Blocking Drugs	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bdeQ.	*TENBEN capsules	Beta-Adrenoceptor Blocking Drugs	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bdeR.	COMBITENS m/r capsules	Beta-Adrenoceptor Blocking Drugs	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bdea.	*MODUCREN tablets	Beta-Adrenoceptor Blocking Drugs	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bdeb.	PRESTIM tablets	Beta-Adrenoceptor Blocking Drugs	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bdec.	*PRESTIM FORTE tablets	Beta-Adrenoceptor Blocking Drugs	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bded.	*SECADREX tablets	Beta-Adrenoceptor Blocking Drugs	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bdee.	*SOTAZIDE tablets	Beta-Adrenoceptor Blocking Drugs	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bdeg.	TENORET-50 tablets	Beta-Adrenoceptor Blocking Drugs	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bdeh.	TENORETIC tablets	Beta-Adrenoceptor Blocking Drugs	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bdei.	*TOLERZIDE tablets	Beta-Adrenoceptor Blocking Drugs	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bdej.	*TRASIDREX tablets	Beta-Adrenoceptor Blocking Drugs	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bdek.	VISKALDIX tablets	Beta-Adrenoceptor Blocking Drugs	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bdel.	*CO-PRENOZIDE tablets	Beta-Adrenoceptor Blocking Drugs	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bdem.	CO-TENIDONE 50/12.5mg tablets	Beta-Adrenoceptor Blocking Drugs	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bden.	CO-TENIDONE 100/25mg tablets	Beta-Adrenoceptor Blocking Drugs	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bdeo.	ATENIXCO 50/12.5mg tablets	Beta-Adrenoceptor Blocking Drugs	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bdep.	*ATENIXCO 100/25mg tablets	Beta-Adrenoceptor Blocking Drugs	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bdeq.	*TENCHLOR 50/12.5mg tablets	Beta-Adrenoceptor Blocking Drugs	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bder.	*TENCHLOR 100/25mg tablets	Beta-Adrenoceptor Blocking Drugs	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bdes.	*BETA-ADALAT 50/20mg capsules	Beta-Adrenoceptor Blocking Drugs	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bdet.	TENIF 50/20mg capsules	Beta-Adrenoceptor Blocking Drugs	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bdeu.	CO-PRENOZIDE 160/0.25mg m/r tablets	Beta-Adrenoceptor Blocking Drugs	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bdev.	PROPRANOLOL HCL+BENDROFLUAZIDE 80mg/2.5mg capsules	Beta-Adrenoceptor Blocking Drugs	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bdew.	PROPRANOLOL HCL+BENDROFLUAZIDE 160mg/5mg m/r capsules	Beta-Adrenoceptor Blocking Drugs	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bdex.	ACEBUTOLOL+HYDROCHLOROTHIAZIDE 200mg/12.5mg tablets	Beta-Adrenoceptor Blocking Drugs	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
